date_id,full_date,year,month,day
870,2027-03-09,2027,3,9
871,2027-03-13,2027,3,13
872,2027-03-14,2027,3,14
873,2027-03-25,2027,3,25
874,2027-03-27,2027,3,27
875,2027-03-31,2027,3,31
876,2027-04-01,2027,4,1
877,2027-04-07,2027,4,7
878,2027-04-09,2027,4,9
879,2027-04-27,2027,4,27
880,2027-05-09,2027,5,9
881,2027-05-17,2027,5,17
882,2027-06-02,2027,6,2
883,2027-06-29,2027,6,29
884,2027-07-03,2027,7,3
885,2027-07-31,2027,7,31
886,2027-08-09,2027,8,9
887,2027-08-10,2027,8,10
888,2027-08-13,2027,8,13
889,2027-08-16,2027,8,16
890,2027-08-30,2027,8,30
891,2027-09-11,2027,9,11
892,2027-09-14,2027,9,14
893,2027-10-16,2027,10,16
894,2027-10-26,2027,10,26
895,2027-11-16,2027,11,16
896,2027-12-15,2027,12,15
897,2027-12-17,2027,12,17
898,2028-01-13,2028,1,13
899,2028-01-23,2028,1,23
900,2028-02-04,2028,2,4
901,2028-02-12,2028,2,12
902,2028-02-14,2028,2,14
903,2028-02-18,2028,2,18
904,2028-03-15,2028,3,15
905,2028-03-20,2028,3,20
906,2028-03-28,2028,3,28
907,2028-04-04,2028,4,4
908,2028-04-09,2028,4,9
909,2028-04-19,2028,4,19
910,2028-04-21,2028,4,21
911,2028-04-27,2028,4,27
912,2028-06-02,2028,6,2
913,2028-06-11,2028,6,11
914,2028-06-18,2028,6,18
915,2028-06-30,2028,6,30
916,2028-07-01,2028,7,1
917,2028-07-02,2028,7,2
918,2028-07-07,2028,7,7
919,2028-07-16,2028,7,16
920,2028-08-01,2028,8,1
921,2028-08-14,2028,8,14
922,2028-08-19,2028,8,19
923,2028-08-28,2028,8,28
924,2028-08-29,2028,8,29
925,2028-09-12,2028,9,12
926,2028-09-18,2028,9,18
927,2028-09-19,2028,9,19
928,2028-10-02,2028,10,2
929,2028-10-13,2028,10,13
930,2028-10-29,2028,10,29
931,2028-11-23,2028,11,23
932,2029-01-04,2029,1,4
933,2029-01-06,2029,1,6
934,2029-01-07,2029,1,7
935,2029-02-05,2029,2,5
936,2029-02-20,2029,2,20
937,2029-02-21,2029,2,21
938,2029-03-07,2029,3,7
939,2029-03-31,2029,3,31
940,2029-04-16,2029,4,16
941,2029-04-20,2029,4,20
942,2029-04-29,2029,4,29
943,2029-05-04,2029,5,4
944,2029-05-12,2029,5,12
945,2029-05-17,2029,5,17
946,2029-05-18,2029,5,18
947,2029-05-26,2029,5,26
948,2029-05-31,2029,5,31
949,2029-06-08,2029,6,8
950,2029-06-16,2029,6,16
951,2029-06-22,2029,6,22
952,2029-07-05,2029,7,5
953,2029-07-18,2029,7,18
954,2029-07-23,2029,7,23
955,2029-07-24,2029,7,24
956,2029-07-28,2029,7,28
957,2029-08-28,2029,8,28
958,2029-09-02,2029,9,2
959,2029-09-17,2029,9,17
960,2029-09-27,2029,9,27
961,2029-10-02,2029,10,2
962,2029-10-03,2029,10,3
963,2029-10-06,2029,10,6
964,2029-10-11,2029,10,11
965,2029-10-15,2029,10,15
966,2029-10-19,2029,10,19
967,2029-10-23,2029,10,23
968,2029-11-02,2029,11,2
969,2029-11-12,2029,11,12
970,2029-11-29,2029,11,29
971,2029-12-08,2029,12,8
972,2029-12-12,2029,12,12
973,2030-01-07,2030,1,7
974,2030-01-09,2030,1,9
975,2030-01-12,2030,1,12
976,2030-01-21,2030,1,21
977,2030-02-05,2030,2,5
978,2030-02-27,2030,2,27
979,2030-02-28,2030,2,28
980,2030-04-05,2030,4,5
981,2030-05-23,2030,5,23
982,2030-05-29,2030,5,29
983,2030-06-15,2030,6,15
984,2030-07-05,2030,7,5
985,2030-07-08,2030,7,8
986,2030-07-21,2030,7,21
987,2030-07-26,2030,7,26
988,2030-08-25,2030,8,25
989,2030-08-28,2030,8,28
990,2030-09-01,2030,9,1
991,2030-09-05,2030,9,5
992,2030-10-15,2030,10,15
993,2030-10-27,2030,10,27
994,2030-11-13,2030,11,13
995,2030-11-25,2030,11,25
996,2030-12-05,2030,12,5
997,2030-12-08,2030,12,8
998,2030-12-17,2030,12,17
999,2030-12-20,2030,12,20
1000,2030-12-26,2030,12,26
